CODE,TYPE,HEADING,LABELS,COST,DETAILS
 B4084600,rings,Love ring,yellow gold,1650.0,"Love ring, 18K yellow gold. Width: 5.5mm."
 B4084900,rings,Love ring,platinum,3650.0,"Love ring, 950/1000 platinum. Width: 5.5mm."
 B4084800,rings,Love ring,pink gold,1650.0,"Love ring, 18K rose gold. Width: 5.5mm."
 B4084700,rings,Love ring,white gold,1770.0,"Love ring, 18K white gold. Width: 5.5mm."
 B4085000,rings,Love wedding band,yellow gold,1070.0,"Love wedding band, 18K yellow gold. Width: 3.6mm."
 B4085200,rings,Love wedding band,pink gold,1070.0,"Love wedding band, 18K rose gold. Width: 3.6mm."
 B4094300,rings,"Love ring, 6 diamonds","pink gold, white gold, diamonds",,"Love ring, 18K rose gold, 18K white gold, set with 6 brilliant-cut diamonds totaling 0.07 carats. White gold width 2.6mm. Rose gold width 3.5mm."
 B4085100,rings,Love wedding band,white gold,1140.0,"Love wedding band, 18K white gold. Width: 3.6mm."
 B4085300,rings,Love wedding band,platinum,2380.0,"Love wedding band, 950/1000 platinum. Width: 3.6mm."
 B4032400,rings,"Love ring, 3 diamonds","yellow gold, diamonds",,"Love ring, 18K yellow gold, set with 3 brilliant-cut diamonds totaling 0.22 carats. Width: 5.5mm."
 B4087500,rings,"Love ring, 3 diamonds","pink gold, diamonds",3500.0,"Love ring, 18K rose gold, set with 3 brilliant-cut diamonds totaling 0.22 carats. Width: 5.5mm."
 B4032500,rings,"Love ring, 3 diamonds","white gold, diamonds",3750.0,"Love ring, 18K white gold, set with 3 brilliant-cut diamonds totaling 0.22 carats. Width: 5.5mm."
 B4056100,rings,"Love wedding band, 1 diamond","yellow gold, diamond",2020.0,"Love wedding band, 18K yellow gold, set with 1 brilliant-cut diamonds totaling 0.02 carats. Width: 4mm."
 B4050700,rings,"Love wedding band, 1 diamond","pink gold, diamond",2020.0,"Love wedding band, 18K rose gold, set with 1 brilliant-cut diamonds totaling 0.02 carats. Width: 4mm."
 B4050500,rings,"Love wedding band, 1 diamond","white gold, diamond",2160.0,"Love wedding band, 18K white gold, set with 1 brilliant-cut diamond totaling 0.02 carats. Width: 4mm."
 B4097500,rings,Love ring,"pink gold, diamonds",5250.0,"Love ring, 18K pink gold, set with 6 brilliant-cut diamonds totaling 0.46 carat. Width 5.5 mm."
 B4056200,rings,"Love wedding band, 8 diamonds","yellow gold, diamonds",3550.0,"Love wedding band, 18K yellow gold, set with 8 brilliant-cut diamonds totaling 0.19 carats. Width: 4mm."
 B4050800,rings,"Love wedding band, 8 diamonds","pink gold, diamonds",3550.0,"Love wedding band, 18K rose gold, set with 8 brilliant-cut diamonds totaling 0.19 carats. Width: 4mm."
 B4050600,rings,"Love wedding band, 8 diamonds","white gold, diamonds",3800.0,"Love wedding band, 18K white gold, set with 8 brilliant-cut diamond totaling 0.19 carats. Width: 4mm."
 B4218000,rings,"Love ring, SM","yellow gold, diamonds",4500.0,"Love ring, small model, 18K yellow gold, set with 72 brilliant-cut diamonds totaling 0.19 carats. Width: 2.6mm."
 B4218100,rings,"Love ring, SM","pink gold, diamonds",4500.0,"Love ring, small model, 18K pink gold, set with 72 brilliant-cut diamonds totaling 0.19 carats. Width: 2.6mm."
 B4218200,rings,"Love ring, SM","white gold, diamonds",4800.0,"Love ring, small model, 18K white gold, set with 72 brilliant-cut diamonds totaling 0.19 carats. Width: 2.6mm."
 B4083300,rings,"Love wedding band, diamond-paved","yellow gold, diamonds",6650.0,"Love wedding band, 18K yellow gold, set with 88 brilliant-cut diamonds totaling 0.31 carats. 4mm to 5mm width following metrics."
 B4085800,rings,"Love wedding band, diamond-paved","pink gold, diamonds",6650.0,"Love wedding band, 18K rose gold, set with 88 brilliant-cut diamonds totaling 0.31 carats. 4 to 5 width following sizes."
 B4083400,rings,"Love wedding band, diamond-paved","white gold, diamonds",7100.0,"Love wedding band, 18K white gold, set with 88 brilliant-cut diamond totaling 0.31 carats. 4mm to 5mm width following sizes."
 B4087600,rings,"Love ring, diamond-paved","pink gold, diamonds",8800.0,"Love ring, 18K pink gold, set with 66 brilliant-cut diamonds totaling 0.70 carat. Width: 6.5 mm."
 B4207600,rings,"Love ring, diamond-paved, ceramic","white gold, ceramic, diamonds",,"Love ring, 18K white gold, black ceramic, set with 66 brilliant-cut diamonds totaling 0.74 carats. Width: 6.5mm."
 N4210400,rings,"Love ring, diamond-paved","white gold, diamonds",14900.0,"Love ring, 18K white gold, set with 72 brilliant-cut diamonds totaling 1.26 carats. Width: 6.5mm."
 B4064400,rings,"Love ring, pink sapphires","pink gold, sapphire",2380.0,"Love ring, 18K rose gold, set with 1 rose sapphire. Width: 5.5mm."
 B4087800,rings,Love ring,"pink gold, sapphires, garnets, amethyst",2760.0,"Love ring, 18K rose gold, set with 1 rose sapphire, 1 blue sapphire, 1 yellow sapphire, 1 green garnet, 1 orange garnet and 1 amethyst. Width: 5.5mm."
 B4227800,rings,Love ring,yellow gold,3250.0,"Love ring, 18K yellow gold."
 B4227900,rings,Love ring,white gold,3500.0,"Love ring, 18K white gold."
 B4094300,rings,"Love ring, 6 diamonds","pink gold, white gold, diamonds",,"Love ring, 18K rose gold, 18K white gold, set with 6 brilliant-cut diamonds totaling 0.07 carats. White gold width 2.6mm. Rose gold width 3.5mm."
 B4094600,rings,"Love ring, diamond-paved","pink gold, white gold, diamonds",6450.0,"Love ring, 18K rose gold, 18K white gold, set with 52 brilliant-cut diamonds totaling 0.19 carats. White gold width 2.6mm. Rose gold width 3.5mm."
 N4742200,rings,PanthÃ¨re de Cartier ring,"pink gold, diamonds, emeralds, onyx",20700.0,"PanthÃ¨re de Cartier ring, 18K pink gold, set with 137 brilliant-cut diamonds totaling 1.15 carats, emeralds, onyx."
 B4221600,rings,PanthÃ¨re de Cartier ring,"yellow gold, tsavorite garnets, onyx",7550.0,"PanthÃ¨re de Cartier ring, 18K yellow gold, onyx, black lacquer, set with 2 tsavorite garnets."
 N4722400,rings,PanthÃ¨re de Cartier ring,"white gold, emeralds, onyx, diamonds",78500.0,"PanthÃ¨re de Cartier ring, 18K white gold, set with 545 brilliant-cut diamonds (1.47 carats), emeralds and onyx."
 H4078300,rings,PanthÃ¨re de Cartier ring,"platinum, sapphires, emeralds, diamonds",132000.0,"Ring - platinum, sapphires, emerald eyes, onyx, 461 brilliant-cut diamonds totaling 4.90 carats."
 B4230000,rings,PanthÃ¨re de Cartier ring,"pink gold, tsavorite garnets, onyx",3150.0,"PanthÃ¨re de Cartier ring, 18K pink gold, onyx, set with 2 tsavorite garnets."
 B4230100,rings,PanthÃ¨re de Cartier ring,"yellow gold, tsavorite garnets, onyx",3150.0,"PanthÃ¨re de Cartier ring, 18K yellow gold, onyx, set with 2 tsavorite garnets."
 B4085900,rings,PanthÃ¨re de Cartier ring,"yellow gold, onyx, tsavorite garnet",6000.0,"PanthÃ¨re de Cartier ring, 18K yellow gold. Tsavorite garnets, onyx."
 B4215900,rings,PanthÃ¨re de Cartier ring,"pink gold, tsavorite garnets, onyx",6000.0,"PanthÃ¨re de Cartier ring, 18K pink gold, tsavorite garnets, onyx."
 B4230800,rings,PanthÃ¨re de Cartier ring,"yellow gold, tsavorite garnets, onyx",6100.0,"PanthÃ¨re de Cartier ring, 18K yellow gold, onyx, black lacquer, set with 2 tsavorite garnets."
 B4099500,rings,PanthÃ¨re de Cartier ring,"white gold, tsavorite garnets, onyx",6450.0,"PanthÃ¨re de Cartier ring, 18K white gold, tsavorite garnets, onyx."
 B4096700,rings,PanthÃ¨re de Cartier ring,"yellow gold, lacquer, diamonds, tsavorite garnet",7550.0,"PanthÃ¨re de Cartier ring, 18K yellow gold, black lacquer, set with 5 brilliant-cut diamonds totaling 0.02 carat. Tsavorite garnet."
 B4221400,rings,PanthÃ¨re de Cartier ring,"pink gold, tsavorite garnets, onyx, black lacquer, diamonds",7550.0,"PanthÃ¨re de Cartier ring, 18K pink gold, set with 5 brilliant-cut diamonds totaling 0.02 carats. Tsavorite garnets, onyx, black lacquer."
 B4221700,rings,PanthÃ¨re de Cartier ring,"pink gold, tsavorite garnets, onyx",7550.0,"PanthÃ¨re de Cartier ring, 18K pink gold, onyx, black lacquer, set with 2 tsavorite garnets."
 N4765700,rings,PanthÃ¨re de Cartier ring,"pink gold, onyx, emeralds, diamonds",,"PanthÃ¨re de Cartier ring, 18K pink gold, onyx, set with 2 emeralds and 72 brilliant-cut diamonds totaling 0.68 carat."
 N4765800,rings,PanthÃ¨re de Cartier ring,"yellow gold, emeralds, onyx, diamonds",9850.0,"PanthÃ¨re de Cartier ring, 18K yellow gold, onyx, set with 2 emeralds and 72 brilliant-cut diamonds totaling 0.68 carat."
 N4765900,rings,PanthÃ¨re de Cartier ring,"white gold, emeralds, onyx, diamonds",10600.0,"PanthÃ¨re de Cartier ring, 18K white gold, onyx, set with 2 emeralds and 72 brilliant-cut diamonds totaling 0.68 carat."
 B4074100,rings,PanthÃ¨re de Cartier ring,"yellow gold, lacquer, tsavorite garnet, onyx",11200.0,"PanthÃ¨re de Cartier ring, 18K yellow gold and black lacquer. Tsavorite garnets, onyx."
 N4765500,rings,PanthÃ¨re de Cartier ring,"yellow gold, emeralds, onyx, diamonds",12900.0,"PanthÃ¨re de Cartier ring, 18K yellow gold, onyx, set with 2 emeralds and 112 brilliant-cut diamonds totaling 0.95 carat."
 B4099500,rings,PanthÃ¨re de Cartier ring,"white gold, tsavorite garnets, onyx",6450.0,"PanthÃ¨re de Cartier ring, 18K white gold, tsavorite garnets, onyx."
 B4221400,rings,PanthÃ¨re de Cartier ring,"pink gold, tsavorite garnets, onyx, black lacquer, diamonds",7550.0,"PanthÃ¨re de Cartier ring, 18K pink gold, set with 5 brilliant-cut diamonds totaling 0.02 carats. Tsavorite garnets, onyx, black lacquer."
 N4765800,rings,PanthÃ¨re de Cartier ring,"yellow gold, emeralds, onyx, diamonds",9850.0,"PanthÃ¨re de Cartier ring, 18K yellow gold, onyx, set with 2 emeralds and 72 brilliant-cut diamonds totaling 0.68 carat."
 N4225000,rings,PanthÃ¨re de Cartier ring,"yellow gold, diamonds, emeralds, onyx",20700.0,"PanthÃ¨re de Cartier ring, 18K yellow gold, set with 137 brilliant-cut diamonds totaling 1.15 carats. Emeralds, onyx."
 N4744000,rings,PanthÃ¨re de Cartier ring,"yellow gold, onyx, tsavorite garnets, diamonds",13600.0,"PanthÃ¨re de Cartier ring, 18K yellow gold, set with 17 brilliant-cut diamonds totaling 0.04 carats. Tsavorite garnets, onyx."
 N4765600,rings,PanthÃ¨re de Cartier ring,"white gold, emeralds, onyx, diamonds",13900.0,"PanthÃ¨re de Cartier ring, 18K white gold, onyx, set with 2 emeralds and 112 brilliant-cut diamonds totaling 0.95 carat."
 N4244700,rings,PanthÃ¨re de Cartier ring,"white gold, diamonds, emeralds, onyx",19500.0,"PanthÃ¨re de Cartier ring, 18K white gold, set with 81 brilliant-cut diamonds totaling 0.75 carat. Emeralds, onyx."
 N4722500,rings,PanthÃ¨re de Cartier ring,"yellow gold, tsavorite garnets, onyx",20000.0,"PanthÃ¨re de Cartier ring, 18K yellow gold, tsavorite garnets, onyx."
 N4225000,rings,PanthÃ¨re de Cartier ring,"yellow gold, diamonds, emeralds, onyx",20700.0,"PanthÃ¨re de Cartier ring, 18K yellow gold, set with 137 brilliant-cut diamonds totaling 1.15 carats. Emeralds, onyx."
 N4730900,rings,PanthÃ¨re de Cartier ring,"non-rhodiumized white gold, tsavorite garnets, onyx",21400.0,"PanthÃ¨re de Cartier ring, non-rhodiumized 18K white gold, set with 2 tsavorite garnets eyes and an onyx nose."
 N4224900,rings,PanthÃ¨re de Cartier ring,"white gold, diamonds, emeralds, onyx",22200.0,"PanthÃ¨re de Cartier ring, 18K white gold, set with 137 brilliant-cut diamonds totaling 1.15 carats. Emeralds, onyx."
 N4193100,rings,PanthÃ¨re de Cartier ring,"yellow gold, lacquer, peridots, onyx",25300.0,"PanthÃ¨re de Cartier ring, 18K yellow gold and black lacquer. Peridots, onyx."
 N4744100,rings,PanthÃ¨re de Cartier ring,"white gold, emeralds, onyx, diamonds",25900.0,"PanthÃ¨re de Cartier ring, 18K white gold, set with 171 brilliant-cut diamonds totaling 0.89 carats. Emeralds, onyx."
 N4767700,rings,PanthÃ¨re de Cartier ring,"yellow gold, emeralds, onyx, diamonds",,"PanthÃ¨re de Cartier ring, 18K yellow gold, onyx, set with 2 emeralds and 242 brilliant-cut diamonds totaling 2.21 carats."
 N4225200,rings,PanthÃ¨re de Cartier ring,"white gold, diamonds, emeralds, onyx",37100.0,"PanthÃ¨re de Cartier ring, 18K white gold, set with 285 diamonds totaling 2.39 carats. Emeralds, onyx."
 N4748900,rings,PanthÃ¨re de Cartier ring,"white gold, emeralds, onyx, diamonds",37600.0,"PanthÃ¨re de Cartier ring, 18K white gold, onyx, set with 2 emeralds and 264 brilliant-cut diamonds totaling 1.66 carats."
 N4767800,rings,PanthÃ¨re de Cartier ring,"white gold, emeralds, onyx, diamonds",38200.0,"PanthÃ¨re de Cartier ring, 18K white gold, onyx, set with 2 emeralds and 242 brilliant-cut diamonds totaling 2.21 carats."
 H4179600,rings,PanthÃ¨re de Cartier ring,"white gold, emeralds, onyx, diamonds",171000.0,"Ring - white gold, pear-shaped emerald eyes, onyx, brilliant-cut diamonds."
 H4183300,rings,PanthÃ¨re de Cartier ring,"platinum, sapphires, emeralds, onyx, diamonds",217000.0,"Ring - 950â€° platinum, 700 brilliant-cut diamonds totaling 5.05 carats, sapphires, emeralds, onyx."
 N4211000,rings,PanthÃ¨re de Cartier ring,"white gold, diamonds, emeralds, onyx",55500.0,"PanthÃ¨re de Cartier ring, 18K white gold, set with 365 brilliant-cut diamonds totaling 2.55 carats. Emeralds, onyx."
 H4275500,rings,PanthÃ¨re de Cartier ring,"white gold, emeralds, onyx, diamonds",57000.0,"PanthÃ¨re de Cartier ring, 18K white gold, set with 292 brilliant-cut diamonds (1.63 carats), emeralds and onyx."
 H4226300,rings,PanthÃ¨re de Cartier ring,"platinum, emeralds, onyx, diamonds",183000.0,"Ring - 950â€° platinum, 700 brilliant-cut diamonds totaling 5.05 carats, emeralds, onyx."
 B4083200,rings,Caresse dâ€™OrchidÃ©es par Cartier ring,"pink gold, diamonds",4000.0,"Caresse d'OrchidÃ©es par Cartier ring, 18K pink gold, set with 2 brilliant-cut diamonds totaling 0.03 carat."
 N4251300,rings,Les Oiseaux LibÃ©rÃ©s ring,"white gold, sapphires, emeralds, onyx, black ceramic, diamonds",47900.0,"Les Oiseaux LibÃ©rÃ©s ring - white gold, sapphires, emerald eyes, ceramic, onyx, brilliant-cut diamonds"
 H4312000,rings,Les Oiseaux LibÃ©rÃ©s ring,"white gold, sapphires, emeralds, mother-of-pearl, diamonds",65000.0,"Les Oiseaux LibÃ©rÃ©s ring, 18K white gold, gray mother-of-pearl, emeralds, sapphire beads, set with 147 brilliant-cut diamonds totaling 1.00 carat."
 H4300800,rings,Les Oiseaux LibÃ©rÃ©s ring,"white gold, sapphires, emeralds, mother-of-pearl, diamonds",68500.0,"Les Oiseaux LibÃ©rÃ©s ring, 18K white gold, gray mother-of pearl, emerald, sapphire, set with 446 brilliant-cut diamonds totaling 2.68 carats."
 H4317000,rings,Les Oiseaux LibÃ©rÃ©s ring,"white gold, emeralds, diamonds",78000.0,"Les Oiseaux LibÃ©rÃ©s ring, 18K white gold, emeralds, set with 223 brilliant-cut diamonds totaling 3.50 carats."
 H4317100,rings,Les Oiseaux LibÃ©rÃ©s ring,"yellow gold, emeralds, onyx, diamonds",85500.0,"Les Oiseaux LibÃ©rÃ©s ring, 18K yellow gold, emeralds, onyx, set with 175 brilliant-cut diamonds totaling 4.10 carats."
 H4226000,rings,Faune et Flore de Cartier ring,"platinum, emeralds, diamonds",143000.0,"Ring - 950â€° platinum, 749 brilliant-cut diamonds totaling 5.45 carats, emeralds."
 N4747200,rings,Cactus de Cartier ring,"yellow gold, diamonds",11800.0,"Cactus de Cartier ring, 18K yellow gold, set with 6 brilliant-cut diamonds totaling 0.27 carats."
 B4220100,rings,Cactus de Cartier wedding band,"yellow gold, diamonds",3500.0,"Cactus de Cartier wedding band, 18K yellow gold, set with 15 brilliant-cut diamonds totaling 0.32 carats."
 B4220300,rings,Cactus de Cartier wedding band,"pink gold, diamonds",3500.0,"Cactus de Cartier wedding band, 18K pink gold, set with 15 brilliant-cut diamonds totaling 0.3 carats."
 B4220200,rings,Cactus de Cartier wedding band,"white gold, diamonds",,"Cactus de Cartier wedding band, 18K white gold, set with 15 brilliant-cut diamonds totaling 0.32 carats."
 B4224500,rings,Cactus de Cartier ring,"pink gold, diamond",4350.0,"Cactus de Cartier ring, 18K pink gold, set with 1 brilliant-cut diamond totaling 0.018 carats."
 B4221500,rings,Cactus de Cartier ring,"pink gold, diamond",,"Cactus de Cartier ring, 18K pink gold, set with 1 brilliant-cut diamond totaling 0.018 carats."
 N4748500,rings,Cactus de Cartier ring,"pink gold, diamonds",15400.0,"Cactus de Cartier ring, 18K pink gold, set with 19 brilliant-cut diamonds totaling 0.47 carats."
 N4747300,rings,Cactus de Cartier ring,"yellow gold, diamonds",18500.0,"Cactus de Cartier ring, 18K yellow gold, set with 12 brilliant-cut diamonds totaling 0.41 carat."
 N4748300,rings,Cactus de Cartier ring,"pink gold, spinels, diamonds",18500.0,"Cactus de Cartier ring, 18K pink gold, set with 9 spinels and 5 brilliant-cut diamonds totaling 0.09 carats."
 N4753500,rings,Cactus de Cartier ring,"yellow gold, diamonds",28400.0,"Cactus de Cartier ring, 18K yellow gold, set with 86 brilliant-cut diamonds totaling 2.03 carats."
 H4323300,rings,Cactus de Cartier ring,"yellow gold, emeralds, carnelians, diamonds",74500.0,"Cactus de Cartier ring, 18K yellow gold, emeralds, carnelians, set with a brilliant-cut diamond of 0.10 carats."
 N4747400,rings,Cactus de Cartier ring,"yellow gold, diamonds",14800.0,"Diabolo de Cartier ring, 18K yellow gold, set with 6 brilliant-cut diamonds totaling 0.40 carat."
 H4347000,rings,Cactus de Cartier ring,"yellow gold, chrysoprase, lapis lazuli, diamonds",39900.0,"Cactus de Cartier ring, 18K yellow gold, set with 16 chrysoprases, 14 lapis lazulis and 36 brilliant-cut diamonds totaling 0.53 carats."
 B4038900,rings,"Trinity ring, classic","white gold, yellow gold, pink gold, diamonds",,"Trinity ring, medium model, 18K white gold, 18K rose gold, 18K yellow gold, set with 144 brilliant-cut diamonds totaling 0.99 carats. Width: 4mm."
 B4052700,rings,"Trinity ring, classic","white gold, yellow gold, pink gold",1340.0,"Trinity ring, medium model, 18K white gold, 18K rose gold, 18K yellow gold. Width: 3.53mm."
 N4210700,rings,"Trinity ring, classic","white gold, yellow gold, pink gold, diamonds",33500.0,"Trinity ring, medium model, 18K white gold, 18K pink gold, 18K yellow gold, set with 432 brilliant-cut diamonds totaling 2.98 carats."
 B4209900,rings,Trinity wedding band,"white gold, pink gold, yellow gold",920.0,"Trinity wedding band, width 2.5 mm, 18K pink gold, 18K white gold, 18K yellow gold."
 B4086100,rings,"Trinity ring, small model","white gold, yellow gold, pink gold",970.0,"Trinity ring, small model, 18K white gold, 18K rose gold, 18K yellow gold. Width: 2.8mm."
 B4095600,rings,"Trinity ring, classic ceramic","white gold, ceramic",1260.0,"Trinity, medium model ring, 18K white gold, black ceramic. TTO ring width and 3.5mm ceramic ring"
 B4052200,rings,Trinity wedding band,"white gold, yellow gold, pink gold",1290.0,"Trinity wedding band, width 3.5 mm, 18K pink gold, 18K white gold, 18K yellow gold."
 B4052100,rings,Trinity wedding band,"white gold, yellow gold, pink gold",1770.0,"Trinity wedding band, width 4.8 mm, 18K pink gold, 18K white gold, 18K yellow gold."
 B4222500,rings,Trinity wedding band,white gold,1890.0,"Trinity de Cartier wedding band, width 4.8 mm, 18K white gold."
 B4088500,rings,Trinity ring,"white gold, yellow gold, pink gold, diamonds",2320.0,"Trinity ring, medium model, 18K white gold, 18K rose gold, 18K yellow gold, set with 5 brilliant-cut diamonds totaling 0.04 carats. Width: 3.5mm."
 B4052800,rings,"Trinity ring, LM","white gold, yellow gold, pink gold",2390.0,"Trinity ring, large model, 18K white gold, 18K rose gold, 18K yellow gold. Width: 5.2mm."
 B4038800,rings,Trinity ring,"white gold, yellow gold, pink gold, diamonds",3850.0,"Trinity ring, medium model, 18K white gold, 18K rose gold, 18K yellow gold, set with 15 brilliant-cut diamonds totaling 0.18 carats. Width: 4mm."
 B4052900,rings,Trinity wedding band,"white gold, yellow gold, pink gold, diamonds",3950.0,"Trinity wedding band, width 3.5 mm, 18K pink gold, 18K white gold, 18K yellow gold, set with 53 brilliant-cut diamonds totaling 0.23 carat."
 B4099300,rings,Trinity Ruban wedding band,"platinum, diamond",4350.0,"Trinity Ruban wedding band, 1 row, 950â€° platinum, set with 23 brilliant-cut diamonds totaling 0.22 carat. Width: 2.0 mm."
 B4095500,rings,"Trinity ring, ceramic, SM","white gold, ceramic, diamonds",6300.0,"Trinity ring, small model, 18K white gold, black ceramic, set with 100 brilliant-cut diamonds totaling 0.45 carats. Width of the 3 rings 2.9mm."
 B4086000,rings,"Trinity ring, small model","white gold, yellow gold, pink gold, diamonds",6450.0,"Trinity ring, small model, 18K white gold, 18K pink gold, 18K yellow gold, set with 102 brilliant-cut diamonds totaling 0.46 carat. All-gold ring width: 2.8 mm. Paved ring width: 2.9 mm."
 B4099400,rings,Trinity Ruban wedding band,"platinum, diamond",7050.0,"Trinity Ruban wedding band, 2 rows, 950â€° platinum, set with 49 brilliant-cut diamonds totaling 0.49 carats. Width: 2.5 mm."
 N4227600,rings,"Trinity ring, small model","white gold, yellow gold, pink gold, diamonds",17700.0,"Trinity ring, small model, 18K white gold, 18K rose gold, 18K yellow gold, set with 300 brilliant-cut diamonds totaling 1.35 carats. Width: 2.9mm."
 N4227100,rings,"Trinity ring, LM","white gold, ceramic, platinum, diamonds",18200.0,"Trinity ring, large model, 18K white gold, black ceramic, 950â€° platinum, set with 129 brilliant-cut diamonds totaling 1.54 carats."
 N4242700,rings,"Trinity ring, ceramic, LM","white gold, diamonds, ceramic",18200.0,"Trinity ring, large model, 18K white gold, black ceramic, set with 129 brilliant-cut diamonds totaling 1.54 carats."
 N4210800,rings,"Trinity ring, LM","white gold, yellow gold, pink gold, diamonds",43300.0,"Trinity ring, large model, 18K white gold, 18K pink gold, 18K yellow gold, set with 387 brilliant-cut diamonds totaling 4.64 carats."
 B4002300,rings,1895 wedding band,yellow gold,690.0,"1895 wedding band, width 2.5 mm, 18K yellow gold."
 B4088100,rings,1895 wedding band,pink gold,690.0,"1895 wedding band, width 2.5 mm, 18K pink gold."
 B4057600,rings,1895 wedding band,"yellow gold, diamond",810.0,"1895 wedding band, width 2.6 mm, 18K yellow gold, set with a brilliant-cut diamond of 0.01 carat."
 B4088200,rings,1895 wedding band,"pink gold, diamond",810.0,"1895 wedding band, width 2.6 mm, 18K pink gold, set with a brilliant-cut diamond of 0.01 carat."
 B4078000,rings,1895 wedding band,platinum,890.0,"1895 wedding band, width 2 mm, platinum 950â€°."
 B4031200,rings,1895 wedding band,yellow gold,970.0,"1895 wedding band, width 3.5 mm, 18K yellow gold."
 B4096600,rings,1895 wedding band,pink gold,970.0,"1895 wedding band, width 3.5 mm, 18K pink gold."
 B4012500,rings,1895 wedding band,platinum,1110.0,"1895 wedding band, width 2.5 mm, platinum 950â€°."
 B4031300,rings,1895 wedding band,yellow gold,1110.0,"1895 wedding band, width 4 mm, 18K yellow gold."
 B4057700,rings,1895 wedding band,"platinum, diamond",1300.0,"1895 wedding band, width 2.6 mm, platinum 950â€°, set with a brilliant-cut diamond of 0.01 carat."
 B4059600,rings,1895 wedding band,yellow gold,1380.0,"1895 wedding band, width 5 mm, 18K yellow gold."
 B4036700,rings,1895 wedding band,platinum,1550.0,"1895 wedding band, width 3.5 mm, platinum 950â€°."
 B4058300,rings,1895 wedding band,"platinum, diamonds",1580.0,"1895 wedding band, width 2.6 mm, platinum 950â€°, set with 3 brilliant-cut diamonds totaling 0.03 carat."
 B4036800,rings,1895 wedding band,platinum,1770.0,"1895 wedding band, width 4 mm, platinum 950â€°."
 B4071800,rings,1895 wedding band,"platinum, diamond",2130.0,"1895 wedding band, width 3.5 mm, platinum 950â€°, set with a brilliant-cut diamond of 0.04 carat."
 B4059500,rings,1895 wedding band,platinum,2210.0,"1895 wedding band, width 5 mm, platinum 950â€°."
 B4071400,rings,1895 wedding band,"platinum, diamonds",4200.0,"1895 wedding band, width 2.6 mm, platinum 950â€°, set with 19 brilliant-cut diamonds totaling 0.27 carat."
 B4077900,rings,Ã‰tincelle de Cartier wedding band,"white gold, diamonds",4850.0,"Ã‰tincelle de Cartier wedding band, 18K white gold, set with 38 brilliant-cut diamonds totaling 0.47 carats. Width: 2 mm."
 B4093700,rings,Cartier d'Amour wedding band,pink gold,,"Cartier d'Amour wedding band, 18K pink gold. Width: 2.5 mm"
 B4094000,rings,Cartier d'Amour wedding band,platinum,880.0,"Cartier d'Amour wedding band, platinum 950â€°. Width: 1.8 mm"
 B4087200,rings,C de Cartier wedding band,pink gold,1040.0,"C de Cartier wedding band, width 3 mm, 18K pink gold."
 B4232500,rings,C de Cartier wedding band,pink gold,1040.0,"C de Cartier wedding band, width 3 mm, 18K pink gold."
 B4093900,rings,Cartier d'Amour wedding band,platinum,1220.0,"Cartier d'Amour wedding band, platinum 950â€°. Width 2.5 mm"
 B4071900,rings,Ballerine wedding band,platinum,1330.0,"Ballerine wedding band, width 2.1 mm, platinum 950â€°."
 B4086400,rings,C de Cartier wedding band,"pink gold, diamond",1330.0,"C de Cartier wedding band, width 3 mm, 18K pink gold, set with a brilliant-cut diamond of 0.03 carat."
 B4232300,rings,C de Cartier wedding band,"pink gold, diamond",1330.0,"C de Cartier wedding band, 18K pink gold, set with a brilliant-cut diamond of 0.02 carats. Width: 3 mm."
 B4051100,rings,Logo de Cartier wedding band,pink gold,1380.0,"Logo de Cartier ring, 18K pink gold."
 B4098000,rings,C de Cartier wedding band,pink gold,1380.0,"C de Cartier wedding band, width 4 mm, 18K pink gold."
 B4092800,rings,Ballerine wedding band,platinum,1460.0,"Ballerine curved wedding band, width 2 mm, platinum 950â€°."
 B4050900,rings,Logo de Cartier wedding band,white gold,1480.0,"Logo de Cartier ring, 18K white gold."
 B4077700,rings,Ballerine wedding band,"platinum, diamond",1540.0,"Ballerine wedding band, width 2.1 mm, platinum 950â€°, set with a brilliant-cut diamond of 0.01 carat."
 B4232400,rings,C de Cartier wedding band,platinum,1650.0,"C de Cartier wedding band, width 3 mm, platinum 950â€°."
 B4054000,rings,C de Cartier wedding band,platinum,1660.0,"C de Cartier wedding band, width 3 mm, platinum 950â€°."
 B4210700,rings,C de Cartier wedding band,"pink gold, diamond",1680.0,"C de Cartier wedding band, width 4 mm, 18K pink gold, set with a brilliant-cut diamond of 0.03 carats."
 B4092900,rings,Ballerine wedding band,"platinum, diamonds",1720.0,"Ballerine curved wedding band, width 2 mm, platinum 950â€°, set with 3 brilliant-cut diamonds totaling 0.01 carats."
 B4051300,rings,C de Cartier wedding band,"platinum, diamond",2130.0,"C de Cartier wedding band, width 3 mm, platinum 950â€°, set with a brilliant-cut diamond of 0.03 carat."
 B4232200,rings,C de Cartier wedding band,"platinum, diamond",2130.0,"C de Cartier wedding band, 950â€° platinum, set with a brilliant-cut diamond of 0.02 carats. Width: 3 mm."
 B4098100,rings,C de Cartier wedding band,platinum,2210.0,"C de Cartier wedding band, width 4 mm, platinum 950â€°."
 B4210500,rings,Ã‰tincelle de Cartier wedding band,"pink gold, diamonds",2410.0,"Ã‰tincelle de Cartier wedding band, 18K pink gold, set with 49 brilliant-cut diamonds totaling 0.22 carats. 1.52 mm wide. Also available as a midi ring."
