ref,categorie,title,price,tags,description
Â B6038100,bracelets,Love bracelet,2080.0,"white gold, diamonds","Love bracelet, 18K white gold, set with 2 brilliant-cut diamonds totaling 0.03 carats. Inner diameter: 7.8 mm."
Â N6039117,bracelets,"Love bracelet, 12 diamonds",19800.0,"pink gold, white gold, diamonds","Love bracelet, 18K rose gold, 18K white gold, set with 12 brilliant-cut diamonds totaling 0.78 carats. Sold with a screwdriver. Rose gold width 6.1mm."
Â B6047217,bracelets,"Love bracelet, small model, 6 diamonds",6000.0,"yellow gold, diamonds","Love bracelet, small model, 18K yellow gold, set with 6 diamonds totaling 0.15 carats."
Â B6047617,bracelets,"Love bracelet, small model, 6 diamonds",6000.0,"pink gold, diamonds","Love bracelet, small model, 18K pink gold, set with 6 diamonds totaling 0.15 carats."
Â B6047717,bracelets,"Love bracelet, small model, 6 diamonds",6400.0,"white gold, diamonds","Love bracelet, small model, 18K white gold, set with 6 diamonds totaling 0.15 carats."
Â B6064617,bracelets,Love bracelet,7600.0,yellow gold,"Love bracelet, 18K yellow gold."
Â B6064717,bracelets,Love bracelet,8150.0,white gold,"Love bracelet, 18K white gold."
Â N6717617,bracelets,Love bracelet,43200.0,"white gold, diamonds","Love bracelet, 18K white gold, set with 204 brilliant-cut diamonds totaling 1.99 carats."
Â B6030017,bracelets,"Love bracelet, 1 pink sapphire",4950.0,"pink gold, pink sapphire","Love bracelet, 18K rose gold, set with 1 rose sapphire. Width: 6.1mm."
Â N6039217,bracelets,"Love bracelet, diamond-paved",32700.0,"pink gold, white gold, diamonds","Love necklace, 18K pink gold, 18K white gold, set with 144 brilliant-cut diamonds totaling 1.47 carats. Sold with a screwdriver."
Â B6064516,bracelets,PanthÃ¨re de Cartier bracelet,8750.0,"yellow gold, tsavorite garnets, diamonds","PanthÃ¨re de Cartier bracelet, 18K yellow gold, black lacquer, set with one tsavorite garnet and 19 brilliant-cut diamonds totaling 0.07 carats."
Â N6706117,bracelets,PanthÃ¨re de Cartier bracelet,10400.0,"yellow gold, tsavorite garnets, onyx","PanthÃ¨re de Cartier bracelet, 18K yellow gold, tsavorite garnets, onyx."
Â N6711617,bracelets,PanthÃ¨re de Cartier bracelet,10400.0,"pink gold, tsavorite garnets, onyx","PanthÃ¨re de Cartier bracelet, 18K pink gold. Tsavorite garnets and onyx."
Â N6036700,bracelets,PanthÃ¨re de Cartier bracelet,18200.0,"yellow gold, lacquer, diamond, tsavorite garnet, onyx","PanthÃ¨re de Cartier bracelet, 18K yellow gold, black lacquer, set with 31 brilliant-cut diamonds totaling 0.26 carat. Tsavorite garnet, onyx."
Â N6715217,bracelets,PanthÃ¨re de Cartier bracelet,,"yellow gold, tsavorite garnets, onyx","PanthÃ¨re de Cartier bracelet, 18K yellow gold, onyx, black lacquer, set with 2 tsavorite garnets."
Â N6700517,bracelets,PanthÃ¨re de Cartier bracelet,24400.0,"yellow gold, lacquer, diamonds, tsavorite garnets, onyx","PanthÃ¨re de Cartier bracelet, 18K yellow gold, black lacquer, set with 3 brilliant-cut diamonds totaling 0.16 carat. Tsavorite garnets, onyx."
Â N6712017,bracelets,PanthÃ¨re de Cartier bracelet,29600.0,"yellow gold, tsavorite garnets, onyx","PanthÃ¨re de Cartier bracelet, 18K yellow gold, onyx, black lacquer, set with 2 tsavorite garnets."
Â N6712117,bracelets,PanthÃ¨re de Cartier bracelet,29600.0,"pink gold, tsavorite garnets, onyx","PanthÃ¨re de Cartier bracelet, 18K pink gold, onyx, black lacquer, set with 2 tsavorite garnets."
Â N6706217,bracelets,PanthÃ¨re de Cartier bracelet,33900.0,"white gold, emeralds, onyx, diamonds","PanthÃ¨re de Cartier bracelet, 18K white gold, set with 194 brilliant-cut diamonds (1.37 carats), emeralds and onyx."
Â N6715417,bracelets,PanthÃ¨re de Cartier bracelet,51000.0,"yellow gold, emeralds, onyx, diamonds","PanthÃ¨re de Cartier bracelet, 18K yellow gold, onyx, set with 2 emeralds and 225 brilliant-cut diamonds totaling 2.51 carats."
Â N6715617,bracelets,PanthÃ¨re de Cartier bracelet,54500.0,"white gold, emeralds, onyx, diamonds","PanthÃ¨re de Cartier bracelet, 18K white gold, onyx, set with 2 emeralds and 225 brilliant-cut diamonds totaling 2.55 carats."
Â B6046516,bracelets,PanthÃ¨re de Cartier bracelet,8750.0,"pink gold, tsavorite garnets, diamonds","PanthÃ¨re de Cartier bracelet, 18K pink gold, black lacquer, set with a tsavorite garnet and 19 brilliant-cut diamonds totaling 0.07 carats."
Â N6712017,bracelets,PanthÃ¨re de Cartier bracelet,29600.0,"yellow gold, tsavorite garnets, onyx","PanthÃ¨re de Cartier bracelet, 18K yellow gold, onyx, black lacquer, set with 2 tsavorite garnets."
Â N6715417,bracelets,PanthÃ¨re de Cartier bracelet,51000.0,"yellow gold, emeralds, onyx, diamonds","PanthÃ¨re de Cartier bracelet, 18K yellow gold, onyx, set with 2 emeralds and 225 brilliant-cut diamonds totaling 2.51 carats."
Â N6712017,bracelets,PanthÃ¨re de Cartier bracelet,29600.0,"yellow gold, tsavorite garnets, onyx","PanthÃ¨re de Cartier bracelet, 18K yellow gold, onyx, black lacquer, set with 2 tsavorite garnets."
Â H6013017,bracelets,PanthÃ¨re de Cartier bracelet,234000.0,"pink gold, emeralds, obsidians, diamonds","PanthÃ¨re de Cartier bracelet, 18K pink gold, set with emeralds, obsidians and 739 brilliant-cut diamonds totaling 11.56 carats."
Â N6033402,bracelets,PanthÃ¨re de Cartier bracelet,35000.0,"yellow gold, lacquer, tsavorite garnets, onyx","PanthÃ¨re de Cartier bracelet, 18K yellow gold, black lacquer. Tsavorite garnets, onyx."
Â N6710117,bracelets,PanthÃ¨re de Cartier bracelet,35000.0,"pink gold, black lacquer, onyx, tsavorite garnets","PanthÃ¨re de Cartier bracelet, 18K pink gold, black lacquer, tsavorite garnets, onyx."
Â N6034202,bracelets,PanthÃ¨re de Cartier bracelet,37400.0,"white gold, lacquer, tsavorite garnets, onyx","PanthÃ¨re de Cartier bracelet, 18K white gold, black lacquer. Tsavorite garnets, onyx."
Â N6035317,bracelets,PanthÃ¨re de Cartier bracelet,88000.0,"yellow gold, diamonds, emeralds, onyx","PanthÃ¨re de Cartier bracelet, 18K yellow gold, set with 360 brilliant-cut diamonds totaling 4.33 carats. Emeralds, onyx."
Â N6717517,bracelets,PanthÃ¨re de Cartier bracelet,105000.0,"white gold, emeralds, onyx, diamonds","PanthÃ¨re de Cartier bracelet, 18K white gold, onyx, set with 2 emeralds and 647 brilliant-cut diamonds totaling 7.56 carats."
Â H6001017,bracelets,PanthÃ¨re de Cartier bracelet,126000.0,"white gold, emeralds, onyx, diamonds","Bracelet, 18K white gold, black toile de moire, set with 581 brilliant-cut diamonds (4.13 carats), emeralds and onyx."
Â HP601186,bracelets,PanthÃ¨re de Cartier bracelet,149000.0,"white gold, emeralds, onyx, diamonds","Bracelet, white gold, 861 brilliant-cut diamonds totaling 8.31 carats, emeralds, onyx."
Â H6001517,bracelets,PanthÃ¨re de Cartier bracelet,160000.0,"white gold, emeralds, onyx, diamonds","PanthÃ¨re de Cartier bracelet, 18K white gold, set with 833 brilliant-cut diamonds totaling 9 carats, emeralds and onyx."
Â H6007417,bracelets,PanthÃ¨re de Cartier bracelet,228000.0,"white gold, emeralds, onyx, diamonds","PanthÃ¨re de Cartier bracelet, 18K white gold, 704 brilliant-cut diamonds totaling 16.02 carats, emeralds, onyx."
Â H6013017,bracelets,PanthÃ¨re de Cartier bracelet,234000.0,"pink gold, emeralds, obsidians, diamonds","PanthÃ¨re de Cartier bracelet, 18K pink gold, set with emeralds, obsidians and 739 brilliant-cut diamonds totaling 11.56 carats."
Â H6013117,bracelets,PanthÃ¨re de Cartier bracelet,234000.0,"yellow gold, emeralds, onyx, diamonds","PanthÃ¨re de Cartier bracelet, 18K yellow gold, set with emeralds, onyx and 739 brilliant-cut diamonds totaling 11.56 carats."
Â H6007517,bracelets,PanthÃ¨re de Cartier bracelet,251000.0,"platinum, emeralds, onyx, diamonds","Bracelet - 950â€° platinum, 744 brilliant-cut diamonds totaling 12.73 carats, emeralds, onyx."
Â HP601197,bracelets,PanthÃ¨re de Cartier bracelet,306000.0,"platinum, emeralds, onyx, diamonds","Bracelet - 950â€° platinum, 981 brilliant-cut diamonds totaling 12.70 carats, emeralds, onyx."
Â HP601221,bracelets,Faune et Flore de Cartier bracelet,177000.0,"platinum, emeralds, diamonds","Bracelet - 950â€° platinum, emeralds, brilliant-cut diamonds."
Â H6024617,bracelets,Cactus de Cartier bracelet,68500.0,"yellow gold, chrysoprase, lapis lazuli, diamonds","Cactus de Cartier bracelet, 18K yellow gold, set with 16 chrysoprases, 14 lapis lazulis and 36 brilliant-cut diamonds totaling 0.76 carats."
Â N6713417,bracelets,Cactus de Cartier bracelet,84000.0,"yellow gold, diamonds","Cactus de Cartier bracelet, 18K yellow gold, set with 223 brilliant-cut diamonds totaling 4.26 carats."
Â H6015317,bracelets,Cactus de Cartier bracelet,200000.0,"yellow gold, emeralds, diamonds","Cactus de Cartier bracelet, 18K yellow gold, emeralds, set with 204 brilliant-cut diamonds totaling 5.92 carats."
Â H6015217,bracelets,Cactus de Cartier bracelet,217000.0,"yellow gold, emeralds, chrysoprases, carnelians, diamonds","Cactus de Cartier bracelet, 18K yellow gold, chrysoprases, emeralds, carnelians, 8 brilliant-cut diamonds totaling 0.61 carat."
Â B6016700,bracelets,Trinity bracelet,580.0,"white gold, yellow gold, pink gold","Trinity bracelet, 18K white gold, 18K rose gold, 18K yellow gold. Comes on a cord. Width: 2 mm. Inner diameter: 10.7mm"
Â B6046200,bracelets,Trinity bracelet,580.0,"white gold, ceramic","Trinity bracelet, 18K white gold, black ceramic. Width: 2 mm. Inner diameter 10.7mm."
Â B6036818,bracelets,Trinity bracelet,,"white gold, yellow gold, pink gold","Trinity bracelet, 18K white gold, 18K rose gold, 18K yellow gold. Width: 1.1mm. Inner diameter 7.3mm."
Â B6058718,bracelets,Trinity bracelet,2980.0,"white gold, yellow gold, pink gold, diamond","Trinity bracelet, 18K white gold, 18K yellow gold, 18K pink gold, set with a brilliant-cut diamond of 0.18 carats."
Â B6050217,bracelets,Trinity bracelet,6700.0,"white gold, pink gold, yellow gold","Trinity bracelet, small model, 18K white gold, 18K rose gold, 18K yellow gold. Width: 2.8mm."
Â N6711717,bracelets,Trinity bracelet,27800.0,"white gold, yellow gold, pink gold, diamonds","Trinity bracelet, small model, 18K white gold, 18K yellow gold, 18K pink gold, set with 324 diamonds totaling 1.74 carats."
Â B6013302,bracelets,Trinity bracelet,9100.0,"white gold, yellow gold, pink gold","Trinity bracelet, medium model, 18K white gold, 18K pink gold, 18K yellow gold."
Â N6703317,bracelets,C de Cartier bracelet,11800.0,"pink gold, diamonds","C de Cartier Classic Diamonds bracelet, 18K pink gold, set with 55 brilliant-cut diamonds (1.53 carats)."
Â N6703417,bracelets,C de Cartier bracelet,12600.0,"white gold, diamonds","C de Cartier bracelet, 18K white gold, set with 55 brilliant-cut diamonds totaling 1.53 carats."
Â N6707917,bracelets,Essential Lines bracelet,20600.0,"white gold, diamonds","Essential Lines bracelet, 18K white gold, set with 61 brilliant-cut diamonds totaling 3.34 carats."
Â N6711417,bracelets,Essential Lines bracelet,,"white gold, diamonds, sapphires","Essential Lines bracelet, 18K white gold, set with 26 brilliant-cut diamonds totaling 2.34 carats, and 26 brilliant-cut sapphires."
Â N6712417,bracelets,Essential Lines bracelet,16200.0,"white gold, sapphires","Essential Lines bracelet, 18K white gold, set with 61 brilliant-cut sapphires."
Â N6712317,bracelets,Essential Lines bracelet,22300.0,"white gold, sapphires","Essential Lines bracelet, 18K white gold, set with 52 brilliant-cut sapphires."
Â B6045617,bracelets,Diamants LÃ©gers bracelet XS,760.0,"yellow gold, diamond","Diamants LÃ©gers bracelet, 18K yellow gold, set with a brilliant-cut diamond of 0.04 carats."
Â B6045717,bracelets,Diamants LÃ©gers bracelet XS,760.0,"pink gold, diamond","Diamants LÃ©gers bracelet, 18K pink gold, set with a brilliant-cut diamond of 0.04 carats."
Â B6045517,bracelets,Diamants LÃ©gers bracelet XS,820.0,"white gold, diamond","Diamants LÃ©gers bracelet, 18K white gold, set with a brilliant-cut diamond of 0.04 carats."
Â B6037300,bracelets,Saphirs LÃ©gers de Cartier bracelet,920.0,"pink gold, pink sapphire","Saphirs LÃ©gers de Cartier bracelet, 18K pink gold, set with a pink sapphire."
Â B6040300,bracelets,"Diamants LÃ©gers bracelet, SM",1180.0,"pink gold, diamond","Diamants LÃ©gers bracelet, 18K pink gold, set with 1 brilliant-cut diamond of 0.09 carat."
Â B6043300,bracelets,"Diamants LÃ©gers bracelet, SM",1180.0,"yellow gold, diamond","Diamants LÃ©gers bracelet, 18K yellow gold, set with 1 brilliant-cut diamond of 0.09 carat."
Â B6037200,bracelets,"Diamants LÃ©gers bracelet, SM",1260.0,"white gold, diamond","Diamants LÃ©gers bracelet, 18K white gold, set with a brilliant-cut diamond of 0.09 carat."
Â B6062917,bracelets,Diamants LÃ©gers bracelet,1750.0,"yellow gold, diamonds","Diamants LÃ©gers bracelet, 18K yellow gold, set with a brilliant-cut diamond of 0.13 carats."
Â B6063017,bracelets,Diamants LÃ©gers bracelet,1750.0,"pink gold, diamonds","Diamants LÃ©gers bracelet, 18K pink gold, set with a brilliant-cut diamond of 0.13 carats."
Â B6063117,bracelets,Diamants LÃ©gers bracelet,1870.0,"white gold, diamonds","Diamants LÃ©gers bracelet, 18K white gold, set with a brilliant-cut diamond of 0.13 carats."
Â B6049817,bracelets,Etincelle de Cartier bracelet,,"pink gold, diamonds","Etincelle de Cartier bracelet, 18K pink gold, set with 48 brilliant-cut diamonds totaling 0.60 carats."
Â B6049917,bracelets,Etincelle de Cartier bracelet,7200.0,"yellow gold, diamonds","Etincelle de Cartier bracelet, 18K yellow gold, set with 48 brilliant-cut diamonds totaling 0.60 carats."
Â B6049717,bracelets,Etincelle de Cartier bracelet,7700.0,"white gold, diamonds","Etincelle de Cartier bracelet, 18K white gold, set with 48 brilliant-cut diamonds totaling 0.60 carats."
Â H6012717,bracelets,Reflection de Cartier bracelet,148000.0,"white gold, diamonds","Reflection de Cartier bracelet, 18K white gold, set with 104 brilliant-cut diamonds totaling 4.49 carats and 52 baguette-cut diamonds totaling 5.85 carats."
Â B6038000,bracelets,Logo bracelet,1810.0,"pink gold, diamonds","Double C de Cartier bracelet, 18K pink gold, set with 2 brilliant-cut diamonds of 0.04 carat."
Â N6713317,bracelets,Etincelle de Cartier bracelet,33500.0,"white gold, diamonds","Ã‰tincelle de Cartier bracelet, 18K white gold, set with 178 brilliant-cut diamonds totaling 2.58 carats."
Â HP600115,bracelets,Etincelle de Cartier bracelet,103000.0,"platinum, diamonds","Ã‰tincelle de Cartier bracelet, 950â€° platinum, set with 370 brilliant-cut diamonds totaling 18.41 carats."
Â H6019817,bracelets,Reflection de Cartier bracelet,263000.0,"white gold, diamonds","Large model Reflection de Cartier bracelet, 18K white gold, set with 166 baguette-cut diamonds totaling 12.96 carats, 30 princess-cut diamonds totaling 4.23 carats and 2 troidia-cut diamonds totaling 0.81 carats."
Â B6048217,bracelets,Juste un Clou bracelet,6800.0,yellow gold,"Juste un Clou bracelet, classic, 18K yellow gold. Width: 3.5mm."
Â B6048117,bracelets,Juste un Clou bracelet,6800.0,pink gold,"Juste un Clou bracelet, classic, 18K rose gold. Width: 3.5mm."
Â B6048317,bracelets,Juste un Clou bracelet,7300.0,white gold,"Juste un Clou bracelet, classic, 18K white gold, rhodium-finish. Width: 3.5mm."
Â B6048517,bracelets,Juste un Clou bracelet,11800.0,"pink gold, diamonds","Juste un Clou bracelet, classic, 18K pink gold, set with 32 brilliant-cut diamonds totaling 0.59 carat. Width: 3.5mm."
Â B6048617,bracelets,Juste un Clou bracelet,11800.0,"yellow gold, diamonds","Juste un Clou bracelet, classic, 18K yellow gold, set with 32 brilliant-cut diamonds totaling 0.59 carat. Width: 3.5mm."
Â N6707317,bracelets,Juste un Clou bracelet,46700.0,"white gold, diamonds","Juste un Clou bracelet, classic, 18K white gold, set with 374 brilliant-cut diamonds totaling 2.26 carats."
Â B6048717,bracelets,Juste un Clou bracelet,12600.0,"white gold, diamonds","Juste un Clou bracelet, classic, 18K white gold, set with 32 brilliant-cut diamonds totaling 0.59 carat. Width: 3.5mm."
Â B6062617,bracelets,Juste un Clou bracelet SM,3050.0,yellow gold,"Juste un Clou bracelet, small model, 18K yellow gold. Width: 2.5mm."
Â N6708617,bracelets,Juste un Clou bracelet,81000.0,"pink gold, diamonds","Juste un Clou bracelet, 18K pink gold, set with 624 brilliant-cut diamonds totaling 3.61 carats."
Â N6709817,bracelets,Juste un Clou bracelet,43600.0,"yellow gold, diamonds","Juste un Clou bracelet, classic, 18K yellow gold, set with 374 brilliant-cut diamonds totaling 2.26 carats."
Â B6062517,bracelets,Juste un Clou bracelet SM,,pink gold,"Juste un Clou bracelet, small model, 18K rose gold. Width: 2.5mm."
Â N6708417,bracelets,Juste un Clou bracelet,21200.0,"pink gold, diamonds","Juste un Clou bracelet, 18K pink gold, set with 62 brilliant-cut diamonds totaling 0.51 carats."
Â N6708517,bracelets,Juste un Clou bracelet,22700.0,"white gold, diamonds","Juste un Clou bracelet, 18K white gold, set with 62 brilliant-cut diamonds totaling 0.51 carats."
Â N6702117,bracelets,Juste un Clou bracelet,43600.0,"pink gold, diamonds","Juste un Clou bracelet, classic, 18K pink gold, set with 374 brilliant-cut diamonds totaling 2.26 carats."
Â N6712517,bracelets,Juste un Clou bracelet,87500.0,"yellow gold, diamonds","Juste un Clou bracelet, large model, 18K yellow gold, set with 236 brilliant-cut diamonds totaling 4.40 carats."
Â N6716817,bracelets,Juste un Clou bracelet,19900.0,"white gold, ceramic, diamonds","Juste un Clou bracelet, 18K white gold, ceramic, set with brilliant-cut 76 diamonds totaling 0.78 carat."
Â N6039317,bracelets,Juste un Clou bracelet,35900.0,pink gold,"Juste un Clou bracelet, large model, 18K pink gold."
Â N6039717,bracelets,Juste un Clou bracelet,35900.0,yellow gold,"Juste un Clou bracelet, large model, 18K yellow gold."
Â N6711917,bracelets,Juste un Clou bracelet,87500.0,"pink gold, diamonds","Juste un Clou bracelet, large model, 18K pink gold, set with 236 brilliant-cut diamonds totaling 4.40 carats."
Â HP601192,bracelets,Juste un Clou bracelet,312000.0,"white gold, diamonds","Bracelet - 18K white gold, 1,752 brilliant-cut diamonds totaling 27.60 carats."
Â H6004717,bracelets,Juste un Clou bracelet,331000.0,"white gold, diamonds","Juste un Clou cuff bracelet, 18K white gold, set with 2,352 brilliant-cut diamonds totaling 26.73 carats."
Â B6021300,bracelets,Santos de Cartier bracelet,3150.0,yellow gold,"Santos de Cartier bracelet, 18K yellow gold."
Â B6021400,bracelets,Santos de Cartier bracelet,,white gold,"Santos de Cartier bracelet, 18K white gold."
Â B6065417,bracelets,Maillon PanthÃ¨re bracelet,6350.0,yellow gold,"Maillon PanthÃ¨re bracelet, 18K yellow gold."
Â B6065617,bracelets,Maillon PanthÃ¨re bracelet,10600.0,yellow gold,"Maillon PanthÃ¨re bracelet, 18K yellow gold."
Â N6701000,bracelets,"Maillon PanthÃ¨re thin bracelet, 3 diamond-paved rows",39700.0,"white gold, diamonds","Maillon PanthÃ¨re bracelet, 18K white gold, set with 336 brilliant-cut diamonds totaling 2.41 carats."
Â B6063817,bracelets,Ecrou de Cartier bracelet,6600.0,yellow gold,"Ecrou de Cartier bracelet, 18K yellow gold."
Â B6049617,bracelets,Ecrou de Cartier bracelet,7050.0,white gold,"Ã‰crou de Cartier bracelet, 18K white gold. Width: 3.5mm."
Â B6049517,bracelets,Ecrou de Cartier bracelet,6600.0,pink gold,"Ã‰crou bracelet, 18K rose gold. Width: 3.5mm."
Â N6714517,bracelets,Ecrou de Cartier bracelet,18700.0,"pink gold, diamonds","Ecrou de Cartier bracelet, 18K pink gold, set with 24 baguette-cut diamonds totaling 1.29 carats."
Â B6064417,bracelets,Ecrou de Cartier bracelet,7050.0,white gold,"Ecrou de Cartier bracelet, 18K white gold, non-rhodium finish."
Â B6040200,bracelets,Symbols bracelet,,"pink gold, diamonds","Hearts and Symbols bracelet, 18K pink gold, set with 11 brilliant-cut diamonds totaling 0.13 carat."
Â B6040400,bracelets,Symbols bracelet,2360.0,"white gold, diamonds","Hearts and Symbols bracelet, 18K white gold, set with 11 brilliant-cut diamonds totaling 0.13 carat."
Â N6713817,bracelets,Agrafe bracelet,21200.0,"pink gold, diamonds","Agrafe RÃ©sille bracelet, 18K pink gold, set with 67 brilliant-cut diamonds totaling 1.82 carats."
Â N6713917,bracelets,Agrafe bracelet,33600.0,"pink gold, diamonds","Agrafe RÃ©sille bracelet, 18K pink gold, set with 77 brilliant-cut diamonds totaling 2.76 carats."
Â H6020016,bracelets,Agrafe bracelet,96000.0,"white gold, diamonds","Agrafe RÃ©sille bracelet, 18K white gold, set with 459 brilliant-cut diamonds totaling 10.69 carats."
Â H6001317,bracelets,Agrafe bracelet,58500.0,"pink gold, diamonds","Agrafe RÃ©sille bracelet, 18K pink gold, set with 175 brilliant-cut diamonds totaling 3.98 carats."
Â H6020116,bracelets,Agrafe bracelet,89500.0,"pink gold, diamonds","Agrafe RÃ©sille bracelet, 18K pink gold, set with 459 brilliant-cut diamonds totaling 10.69 carats."
Â H6020117,bracelets,Agrafe bracelet,89500.0,"pink gold, diamonds","Agrafe RÃ©sille bracelet, 18K pink gold, set with 459 brilliant-cut diamonds totaling 10.69 carats."
Â H6032417,bracelets,Pluie de Cartier bracelet,137000.0,"white gold, diamonds","Pluie de Cartier bracelet, 18K white gold, set with 342 brilliant-cut diamonds totaling 14.10 carats and 9 square-cut diamonds totaling 0.73 carat."
Â HP601053,bracelets,Agrafe cuff bracelet,,"yellow gold, diamonds","Agrafe cuff bracelet - 18K yellow gold, 1,302 brilliant-cut diamonds totaling 30.28 carats."
Â HP601087,bracelets,Agrafe cuff bracelet,247000.0,"pink gold, diamonds","Agrafe cuff bracelet - 18K pink gold, 1,302 brilliant-cut diamonds totaling 30.28 carats."
Â H6024217,bracelets,Pluie de Cartier bracelet,114000.0,"white gold, diamonds","Pluie de Cartier bracelet, 18K white gold, set with 300 diamonds totaling 16.27 carats."
Â N6713117,bracelets,Pluie de Cartier bracelet,153000.0,"white gold, diamonds","Pluie de Cartier bracelet, 18K white gold, set with 280 brilliant-cut diamonds totaling 16.20 carats."
Â B6065217,bracelets,Clash de Cartier bracelet Medium Model,8750.0,pink gold,"Clash de Cartier bracelet, medium model, 18K pink gold. Width: 8mm"
Â B6065117,bracelets,Clash de Cartier bracelet Small Model,6600.0,pink gold,"Clash de Cartier bracelet, small model, 18K pink gold. Width: 6.4mm"
Â B6065717,bracelets,Clash de Cartier bracelet Medium Model,9350.0,white gold,"Clash de Cartier bracelet, medium model, rhodiumized 18K white gold. Width: 8mm"
Â N6715017,bracelets,Clash de Cartier bracelet Diamonds,25500.0,"pink gold, diamonds","Clash de Cartier bracelet, 18K pink gold, set with 51 brilliant-cut diamonds totaling 1.51 carats. Width: 6.8 mm."
Â N6718417,bracelets,Clash de Cartier bracelet Large Model,56000.0,"pink gold, amazonite","Clash de Cartier bracelet, large model, 18K pink gold, amazonite."
Â B3047100,necklaces,"Amulette de Cartier necklace, XS model",,"yellow gold, diamonds, white mother-of-pearl","Amulette de Cartier necklace, XS model, 18K yellow gold, set with a brilliant-cut diamond of 0.02 carats, white mother-of-pearl. Diameter of motif: 12 mm. Adjustable chain: 38-41 cm."
Â B3047200,necklaces,"Amulette de Cartier necklace, XS model",1900.0,"pink gold, onyx, diamonds","Amulette de Cartier necklace, XS model, 18K pink gold, onyx, set with a brilliant-cut diamond of 0.02 carats. Diameter of motif: 12 mm. Adjustable chain: 38-41 cm."
Â B7224550,necklaces,"Amulette de Cartier necklace, XS model",2180.0,"pink gold, malachite, diamond","Amulette de Cartier necklace, XS model, 18K pink gold, malachite, set with a brilliant-cut diamond of 0.02 carats.  Diameter of motif: 12 mm. Adjustable chain: 38-41 cm."
Â B7224569,necklaces,"Amulette de Cartier necklace, XS model",3500.0,"pink gold, onyx, white mother-of-pearl, diamond","Amulette de Cartier necklace, extra-small model, 18K pink gold, onyx, white mother-of-pearl, set with 2 brilliant-cut diamonds totaling 0.05 carats. Diameter of the motifs: 12 mm. Adjustable chain."
Â B7224558,necklaces,"Amulette de Cartier necklace, small model",3650.0,"pink gold, onyx, diamond","Amulette de Cartier necklace, small model, 18K pink gold, set with a brilliant-cut diamond of 0.09 carats, onyx."
Â B7224521,necklaces,"Amulette de Cartier necklace, small model",4900.0,"yellow gold, lapis lazuli, diamond","Amulette de Cartier necklace, small model, 18K yellow gold, lapis lazuli, set with a brilliant-cut diamond of 0.09 carats. Diameter of motif: 17 mm. Chain: 60 cm."
Â B7224518,necklaces,"Amulette de Cartier necklace, XS model",2180.0,"pink gold, carnelian, diamond","Amulette de Cartier necklace, XS model, 18K pink gold, carnelian, set with a brilliant-cut diamond of 0.02 carats. Diameter of motif: 12 mm. Adjustable chain: 38-41 cm."
Â B3153108,necklaces,"Amulette de Cartier necklace, XS model",2560.0,"yellow gold, lapis lazuli, diamond","Amulette de Cartier necklace, XS model, 18K yellow gold, lapis lazuli, set with a brilliant-cut diamond of 0.02 carats. Diameter of motif: 12 mm. Adjustable chain: 38-41 cm."
Â B7224520,necklaces,"Amulette de Cartier necklace, XS model",2560.0,"yellow gold, chrysoprase, diamond","Amulette de Cartier necklace, XS model, 18K yellow gold, chrysoprase, set with a brilliant-cut diamond of 0.02 carats. Diameter of motif: 12 mm. Adjustable chain: 38-41 cm."
Â B7224542,necklaces,"Amulette de Cartier necklace, small model",,"pink gold, malachite, diamond","Amulette de Cartier necklace, small model, 18K pink gold, malachite, set with a brilliant-cut diamond of 0.09 carats. Diameter of motif: 17 mm. Chain: 60 cm."
Â B3047300,necklaces,"Amulette de Cartier necklace, XS model",4950.0,"white gold, diamonds","Amulette de Cartier necklace, XS model, 18K white gold, set with 20 brilliant-cut diamonds totaling 0.25 carats. Diameter of motif: 12 mm. Adjustable chain: 38-41 cm."
Â B7212400,necklaces,Love necklace,2160.0,yellow gold,"Love necklace, 18K yellow gold. Inner diameter 8mm. Chain length: 440mm."
Â B7014600,necklaces,"Love necklace, 3 diamonds",4250.0,"white gold, diamonds","Love necklace, 18K white gold, set with 3 brilliant-cut diamonds totaling 0.07 carats. Inner diameter 16mm. Chain length: 420mm."
Â B7212300,necklaces,Love necklace,2160.0,pink gold,"Love necklace, 18K rose gold. Inner diameter 8mm. Chain length: 440mm."
Â B7219500,necklaces,"Love necklace, 2 diamonds",2230.0,"yellow gold, diamonds","Love necklace, 18K yellow gold, set with 2 brilliant-cut diamonds totaling 0.03 carats. Inner diameter: 7.8 mm. Chain length: 392 mm."
Â B7224509,necklaces,"Love necklace, 2 diamonds",2230.0,"pink gold, diamonds","Love necklace, 18K rose gold, set with 2 brilliant-cut diamonds totaling 0.03 carats. Inner diameter 7.8mm. Chain length: 392mm."
Â B7212500,necklaces,Love necklace,2310.0,white gold,"Love necklace, 18K white gold. Inner diameter 8mm. Chain length: 440mm."
Â B7219400,necklaces,"Love necklace, 2 diamonds",2390.0,"white gold, diamonds","Love necklace, 18K white gold, set with 2 brilliant-cut diamonds totaling 0.03 carats. Inner diameter: 7.8 mm. Chain length: 392 mm."
Â B7014200,necklaces,Love necklace,3050.0,yellow gold,"Love necklace, 18K yellow gold. Inner diameter 16mm. Chain length: 420mm."
Â B7014400,necklaces,Love necklace,3050.0,pink gold,"Love necklace, 18K rose gold. Inner diameter 16mm. Chain length: 420mm."
